content,label,has_url,has_phone_number,sender_type
Dưới đây là 40 mẫu tin nhắn (nhãn 0 - Ham) được biên soạn theo đúng yêu cầu của bạn, sử dụng teencode nhẹ và phong cách nhắn tin thực tế của người Việt:


content,0,0,0,personal_number
Ok b nha,0,0,0,personal_number
Mai di som nhe,0,0,0,personal_number
Toi nay qua nha t choi ko?,0,0,0,personal_number
Co j bao t sau,0,0,0,personal_number
M dang o dau day?,0,0,0,personal_number
T dang ve rùi nha,0,0,0,personal_number
Chút nữa qua đón t nhé,0,0,0,personal_number
Okie m, để t xem lại rùi báo,0,0,0,personal_number
Mai đi cf ko b?,0,0,0,personal_number
Tối nay ăn j nhỉ?,0,0,0,personal_number
Mai t qua lấy đồ dc ko?,0,0,0,personal_number
Bít rùi khổ lắm nói mãi,0,0,0,personal_number
Thui kệ nó đi m ạ,0,0,0,personal_number
Có j nhắn t nhé,0,0,0,personal_number
Nay t bận rùi, để mai nha,0,0,0,personal_number
Chúc mừng sinh nhật b nhé!,0,0,0,personal_number
Cho t mượn cái sạc với,0,0,0,personal_number
Mấy giờ m về tới nơi?,0,0,0,personal_number
Đang làm j đấy m ơi?,0,0,0,personal_number
Ok chốt lịch thế đi,0,0,0,personal_number
Tới nơi alo t ra đón,0,0,0,personal_number
Mai m có đi học ko?,0,0,0,personal_number
Sắp xong chưa m ơi,0,0,0,personal_number
T đang ở quán rùi nè,0,0,0,personal_number
Oke luôn b ơi,0,0,0,personal_number
Mua giùm t chai nước dc ko?,0,0,0,personal_number
Để t hỏi lại rùi bảo m,0,0,0,personal_number
Nay có đi tập ko m?,0,0,0,personal_number
Quên mất ko bảo m cái này,0,0,0,personal_number
Tối qua mấy giờ m ngủ thế?,0,0,0,personal_number
Hết tiền rùi m ạ, chán ghê,0,0,0,personal_number
Đi ăn lẩu ko b?,0,0,0,personal_number
T đang đợi m ở cổng nhé,0,0,0,personal_number
Có chuyện j thế m?,0,0,0,personal_number
Mai sang nhà t xem phim ko?,0,0,0,personal_number
Okie rùi nha, tks b,0,0,0,personal_number
Đừng có muộn đấy nhé,0,0,0,personal_number
T bít rùi, m yên tâm,0,0,0,personal_number
Có j mai nói tiếp nha,0,0,0,personal_number
Ngủ ngon nha m,0,0,0,personal_number

Dưới đây là 40 tin nhắn SMS giả lập người dùng di động tại Việt Nam với nội dung "sạch" (nhãn 0), tuân thủ đúng định dạng CSV bạn yêu cầu.


content,0,0,0,personal_number
"Chiều nay rảnh không ông ơi, ra làm ly cà phê quán cũ nhé.",0,0,0,personal_number
"Tối nay 7h đi ăn lẩu không mấy bà? Đang thèm quá nè.",0,0,0,personal_number
"Mọi người ơi, lịch họp chiều nay dời sang 3h tại phòng 302 nhé.",0,0,0,personal_number
"Mẹ ơi con đang về rồi, tầm 15 phút nữa là tới nhà ạ.",0,0,0,personal_number
"Nhớ mai mang theo tài liệu ôn tập môn Triết nha bà.",0,0,0,personal_number
"Ok chốt kèo sáng mai 8h gặp nhau ở cổng trường nhé.",0,0,0,personal_number
"Anh ơi, sếp bảo lát anh ghé phòng sếp trao đổi công việc tí ạ.",0,0,0,personal_number
"Bố bảo tối nay cả nhà đi ăn ngoài, mọi người chuẩn bị nha.",0,0,0,personal_number
"Mai mấy giờ thi môn Tiếng Anh ấy nhỉ, tớ quên mất rồi.",0,0,0,personal_number
"Dạo này bận gì mà không thấy mặt mũi đâu vậy? Cafe đi!",0,0,0,personal_number
"Chiều nay nhớ nộp báo cáo cho sếp trước 5h nha mọi người.",0,0,0,personal_number
"Em ơi, chị gửi file qua mail rồi, check giúp chị với nhé.",0,0,0,personal_number
"Tối nay rảnh qua nhà tớ học nhóm nha, sắp thi rồi lo quá.",0,0,0,personal_number
"Chúc mừng sinh nhật nha! Tối có tổ chức gì không đấy?",0,0,0,personal_number
"Nhớ uống thuốc đúng giờ nha, chúc mau khỏe nè.",0,0,0,personal_number
"Hết giờ làm qua đón em đi ăn bún đậu mắm tôm nhé.",0,0,0,personal_number
"Mọi người chuẩn bị slide cho buổi họp sáng thứ Hai nha.",0,0,0,personal_number
"Con ăn cơm ở ngoài rồi mẹ ạ, mọi người cứ ăn trước đi nhé.",0,0,0,personal_number
"Mai đi học nhớ mang cho mình mượn cuốn sách giáo khoa nhé.",0,0,0,personal_number
"Alo, ra cà phê đi, tớ đang ngồi ở quán rồi nè.",0,0,0,personal_number
"Tối nay có xem đá bóng không? Qua nhà tớ nhậu nhé.",0,0,0,personal_number
"Nhắc cả team mai đi làm đúng giờ để họp đầu tuần ạ.",0,0,0,personal_number
"Em về đến nhà an toàn rồi, mọi người yên tâm nhé.",0,0,0,personal_number
"Sắp tới ngày thi rồi, cố gắng ôn bài kỹ nha mấy đứa.",0,0,0,personal_number
"Có ai đi ăn trưa không? Đang đói mà chưa biết ăn gì nè.",0,0,0,personal_number
"Ok, vậy thống nhất lịch chiều thứ 7 này gặp nhau nhé.",0,0,0,personal_number
"Chị ơi, khách hàng vừa gọi bảo dời lịch hẹn sang tuần sau ạ.",0,0,0,personal_number
"Cuối tuần này cả nhà mình về quê thăm ông bà nhé.",0,0,0,personal_number
"Đừng quên mang theo thẻ dự thi sáng mai nha, quan trọng lắm.",0,0,0,personal_number
"Lâu rồi không gặp, hôm nào rảnh làm bữa cơm tất niên nhé.",0,0,0,personal_number
"Anh check tin nhắn em vừa gửi trên Zalo nhé, có việc gấp ạ.",0,0,0,personal_number
"Nhớ ghé siêu thị mua cho mẹ ít hành với tỏi nha con.",0,0,0,personal_number
"Chiều nay 4h họp nhanh 15 phút ở sảnh công ty nhé.",0,0,0,personal_number
"Mai được nghỉ rồi, đi xem phim không bà ơi?",0,0,0,personal_number
"Tối nay tớ qua lấy tài liệu nhé, tầm 8h nha cậu.",0,0,0,personal_number
"Mọi người điền thông tin vào link em vừa gửi trong nhóm ạ.",0,0,0,personal_number
"Sáng mai 7h tập trung ở cổng trường để đi tình nguyện nhé.",0,0,0,personal_number
"Đồ ăn em để trong tủ lạnh, anh về hâm nóng lại rồi ăn nhé.",0,0,0,personal_number
"Ok, hẹn gặp lại mọi người vào buổi tiệc tối mai nha.",0,0,0,personal_number
"Cuối tuần rảnh thì qua nhà mình chơi, mình nấu cơm ăn nha.",0,0,0,personal_number

Dưới đây là 40 tin nhắn (SMS) giả lập người dùng di động tại Việt Nam với các chủ đề bạn yêu cầu, định dạng đúng theo cấu trúc CSV: `content,0,0,0,personal_number`.


content,0,0,0,personal_number
"Tối nay rảnh không, đi làm ly cà phê ông ơi?",0,0,0,personal_number
"Cuối tuần này tụ tập lẩu nhé, lâu quá chưa gặp cả nhóm.",0,0,0,personal_number
"Ê đang ở đâu đấy? Ra quán cũ ngồi tí không?",0,0,0,personal_number
"Trưa nay ăn gì nhỉ? Hay đi ăn bún chả nhé?",0,0,0,personal_number
"Ok tối 7h chỗ cũ nha, tui qua đón.",0,0,0,personal_number
"Chốt lịch chiều nay 3h đi uống trà sữa nha mấy bà.",0,0,0,personal_number
"Dạo này khỏe không? Khi nào rảnh cafe tí nhé.",0,0,0,personal_number
"Tối nay mấy giờ ông qua? Tui đặt bàn rồi nhé.",0,0,0,personal_number
"Nóng quá, làm cốc bia hơi không anh em ơi?",0,0,0,personal_number
"Mai đi ăn sáng nha, tui bao.",0,0,0,personal_number
"Mọi người nhớ 9h sáng mai họp team ở phòng 302 nhé.",0,0,0,personal_number
"Anh ơi, gửi hộ em cái file báo cáo hôm qua với ạ.",0,0,0,personal_number
"Dạ vâng, em nhận được mail rồi ạ. Để em check lại.",0,0,0,personal_number
"Chiều nay sếp bảo họp gấp lúc 2h nhé cả nhà.",0,0,0,personal_number
"Ok em, anh đang xử lý, tí anh gửi lại nhé.",0,0,0,personal_number
"Lịch họp dời sang sáng thứ 2 rồi nha mọi người.",0,0,0,personal_number
"Chị ơi check hộ em cái hợp đồng này với ạ.",0,0,0,personal_number
"Mọi người nhớ nộp báo cáo tuần trước 5h chiều nay nhé.",0,0,0,personal_number
"Em đang đi gặp khách hàng, có gì gọi em sau nha.",0,0,0,personal_number
"Sếp duyệt rồi nhé, triển khai luôn đi em.",0,0,0,personal_number
"Mẹ ơi, tối nay con về muộn tí, mọi người cứ ăn cơm trước nhé.",0,0,0,personal_number
"Bố ơi, tí đi làm về mua hộ con hộp sữa với ạ.",0,0,0,personal_number
"Cuối tuần này cả nhà mình về quê thăm bà nội nha.",0,0,0,personal_number
"Con ăn cơm rồi ạ, mẹ và bố ngủ sớm đi nhé.",0,0,0,personal_number
"Anh về đến nhà chưa? Mua hộ em ít hoa quả nhé.",0,0,0,personal_number
"Chúc mừng sinh nhật mẹ yêu, tí con mang quà về nha.",0,0,0,personal_number
"Mẹ ơi con chuyển tiền rồi nhé, mẹ check xem nhận được chưa.",0,0,0,personal_number
"Bố dặn con mang theo áo mưa chưa, trời sắp mưa rồi đấy.",0,0,0,personal_number
"Vợ ơi, tối nay anh có tiệc công ty, không ăn cơm nhà nhé.",0,0,0,personal_number
"Ông bà ở quê có khỏe không ạ? Con nhớ mọi người quá.",0,0,0,personal_number
"Mai thi môn Triết rồi, đã ôn được gì chưa ông?",0,0,0,personal_number
"Sáng mai 8h tập trung ở thư viện học nhóm nhé.",0,0,0,personal_number
"Nhớ mang theo thẻ sinh viên đi thi nha, không là không được vào đâu.",0,0,0,personal_number
"Hôm nay có đi học không? Điểm danh hộ tui với.",0,0,0,personal_number
"Thầy bảo nộp bài tập qua mail trước 12h đêm nay đấy nhé.",0,0,0,personal_number
"Điểm thi có rồi kìa, vào xem đi bà ơi.",0,0,0,personal_number
"Ê, cho tui mượn vở ghi buổi trước với, hôm đó tui nghỉ.",0,0,0,personal_number
"Chiều nay học ở phòng nào ấy nhỉ, quên mất rồi.",0,0,0,personal_number
"Ok, mai gặp ở cổng trường nhé.",0,0,0,personal_number
"Môn này khó quá, chắc phải đi học thêm thôi.",0,0,0,personal_number

Dưới đây là danh sách 40 tin nhắn SMS nhãn 0 (TIN SẠCH) được biên soạn tỉ mỉ theo yêu cầu, chứa các từ khóa nhạy cảm nhưng phản ánh đúng thực tế giao dịch và tuân thủ nghiêm ngặt các Guidelines bạn đã đề ra.


content,label,has_url,has_phone_number,sender_type
"VCB: 20/05/24 10:30; +500,000VND; tai khoan 101xxxx; ND: Luong thang 5 ngan hang chuyen.",0,0,0,brandname
"Ma OTP cua ban la 123456. Vui long khong chia se ma xac nhan nay cho bat ky ai để bao mat giao dich.",0,0,0,brandname
"G-982103 la ma xac nhan Google cua ban. Ma nay dung de dang nhap vao tai khoan cua ban.",0,0,0,brandname
"Don hang 2405SHP cua ban dang duoc giao. Theo doi hanh trinh tai link: https://shopee.vn/track",0,1,0,brandname
"Techcombank: Tai khoan 190xxx bien dong -2,000,000VND. So du: 15,400,000VND. GD: Thanh toan hoa don.",0,0,0,brandname
"Ma OTP xac nhan giao dich thanh toan qua ngan hang ACB cua ban la 654321. Hieu luc trong 2 phut.",0,0,0,brandname
"Apple ID: Ma xac minh cua ban la 882104. Nhap ma nay de hoan tat thiet lap.",0,0,0,brandname
"Lazada: Don hang cua ban da duoc xac nhan. Vui long kiem tra lich trinh tai https://lazada.vn",0,1,0,brandname
"BIDV: GD tai khoan 215xxx +1,200,000VND. ND: Tra tien ngan hang cho ban.",0,0,0,brandname
"Xac nhan dang ky dich vu Mobile Banking. Ma OTP cua ban la 456789. Khong cung cap ma nay cho nguoi la.",0,0,0,brandname
"Facebook: 334102 la ma khoi phuc mat khau cua ban. Hoac truy cap link: https://facebook.com",0,1,0,brandname
"MB: Tai khoan 098xxx +3,000,000VND. So du 5,500,000VND. ND: Chuyen khoan giao dich mua hang.",0,0,0,brandname
"Ma OTP dang nhap ung dung MoMo cua ban la 112233. Vui long xac nhan de tiep tuc.",0,0,0,brandname
"Tiki: Don hang #789 da duoc tiep nhan. Click vao link de xem chi tiet: https://tiki.vn/my-orders",0,1,0,brandname
"TPBank: GD +100,000VND tai khoan 001xxx. ND: Ngan hang xac nhan hoan tien giao dich loi.",0,0,0,brandname
"Ma xac nhan (OTP) cho giao dich rut tien tai cay ATM ngan hang la 908172.",0,0,0,brandname
"Microsoft: Dung ma 554321 de xac minh tai khoan cua ban.",0,0,0,shortcode
"Giao Hang Nhanh: Shipper dang giao don hang den ban. Theo doi tai: https://ghn.vn/order",0,1,0,brandname
"Agribank: TK 310xxx bien dong -500,000VND. So du 2,100,000VND. ND: Rut tien tai ATM.",0,0,0,brandname
"Ma OTP xac nhan doi mat khau email cua ban la 778899. Han su dung 5 phut.",0,0,0,brandname
"Zalo: Ma xac minh cua ban la 654123. Vui long khong chia se ma nay de tranh mat tai khoan.",0,0,0,brandname
"VNPAY: Ban vua thuc hien giao dich thanh toan 200,000VND. Ma OTP xac nhan la 445566.",0,0,0,brandname
"Sacombank: TK 060xxx +450,000VND. ND: Ngan hang chuyen tien thuong thang 5.",0,0,0,brandname
"Ma OTP de kich hoat lai ung dung ngan hang so Digibank la 102938.",0,0,0,brandname
"TikTok: 521094 la ma xac minh cua ban. Ma co hieu luc trong 10 phut.",0,0,0,shortcode
"J&T Express: Don hang cua ban dang tren duong giao. Tra cuu tai link: https://jtexpress.vn",0,1,0,brandname
"VietinBank: Bien dong TK 102xxx -1,500,000VND. So du 8,200,000VND. GD: Thanh toan ngan hang.",0,0,0,brandname
"Ma OTP xac nhan thanh toan hoa don dien nuoc qua ngan hang la 334455.",0,0,0,brandname
"Grab: Ma xac minh dang nhap cua ban la 821345. Chuc ban mot ngay tot lanh.",0,0,0,brandname
"Lazada: Giao dich dat hang thanh cong. Theo doi don tai link https://m.lazada.vn",0,1,0,brandname
"VPBank: TK 154xxx +2,000,000VND. ND: Chuyen khoan xac nhan thanh toan hop dong.",0,0,0,brandname
"Ma OTP de lien ket ngan hang voi vi dien tu cua ban la 009988.",0,0,0,brandname
"ShopeePay: Ma xac minh OTP thanh toan don hang la 661122. Khong chia se cho bat ky ai.",0,0,0,brandname
"Vietnam Airlines: Chuyen bay VN123 da duoc xac nhan. Chi tiet tai: https://vietnamairlines.com",0,1,0,brandname
"HDBank: TK 088xxx -300,000VND. So du 4,700,000VND. GD: Chuyen tien ngan hang.",0,0,0,brandname
"Ma OTP thiet lap han muc giao dich moi cho tai khoan ngan hang la 556677.",0,0,0,brandname
"Telegram: Ma xac minh cua ban la 918273. Ma nay chi dung de dang nhap.",0,0,0,shortcode
"Sendo: Don hang cua ban da san sang giao. Truy cap link de biet them: https://sendo.vn",0,1,0,brandname
"Eximbank: GD +1,000,000VND tai khoan 140xxx. So du 12,000,000VND. ND: Tra no ngan hang.",0,0,0,brandname
"Ma OTP xac nhan huy dich vu SMS Banking cua ban la 223344.",0,0,0,brandname


**Giải thích các trường dữ liệu trong danh sách trên:**
1.  **label=0**: Tất cả là tin nhắn sạch (thông báo thật từ hệ thống).
2.  **has_url=1**: Chỉ áp dụng khi đường link thuộc domain chính thống như `.vn`, `.com`.
3.  **has_phone_number=0**: Các mã OTP 6 số (ví dụ: 123456) theo Guidelines không được tính là số điện thoại.
4.  **sender_type**: Sử dụng `brandname` (như VCB, Shopee) hoặc `shortcode` (các đầu số ngắn của Google, Microsoft).
5.  **Nội dung**: Chứa đầy đủ các từ khóa dễ nhầm lẫn nhưng đặt trong ngữ cảnh giao dịch hợp lệ để máy học phân biệt được với tin nhắn rác/lừa đảo.
Dưới đây là 40 tin nhắn (SMS) nhãn 0 với phong cách chat cá nhân của người Việt, sử dụng teencode nhẹ, kết hợp linh hoạt có dấu và không dấu theo định dạng CSV bạn yêu cầu:


content,0,0,0,personal_number
Ok b nha,0,0,0,personal_number
Mai di som nhe,0,0,0,personal_number
Toi nay qua nha t choi ko?,0,0,0,personal_number
Co j bao t sau,0,0,0,personal_number
Dang lam j day m?,0,0,0,personal_number
Toi nay di an k b?,0,0,0,personal_number
Oke b nhe de t qua,0,0,0,personal_number
Sap den chua t dang cho,0,0,0,personal_number
T dang tren duong den rùi,0,0,0,personal_number
Chut nua goi lai cho m nhe,0,0,0,personal_number
Đang làm j đấy có rảnh ko?,0,0,0,personal_number
Có gì nhắn t sau nha b,0,0,0,personal_number
Okie bít rùi nói mãi,0,0,0,personal_number
Nay có đi học ko m ơi?,0,0,0,personal_number
T dang ban chut ti t goi lai nha,0,0,0,personal_number
Thui để mai đi b nay mệt quá,0,0,0,personal_number
Chuc mung sinh nhat b nhe,0,0,0,personal_number
An com chua m hay di an voi t,0,0,0,personal_number
Làm dc bài tập chưa b?,0,0,0,personal_number
Mai mấy giờ qua đón t dc?,0,0,0,personal_number
Toi noi thi alo t nha,0,0,0,personal_number
Oke rùi b ơi xong rùi nhé,0,0,0,personal_number
Dung quen mang tai lieu cho t nhe,0,0,0,personal_number
Mua cho t coc tra sua voi m,0,0,0,personal_number
Gui m cai nay xem thu co dc ko,0,0,0,personal_number
Ko biet bao gio moi xong viec nua,0,0,0,personal_number
T vừa về đến nhà rùi m,0,0,0,personal_number
Mai co ranh ko di cafe voi t,0,0,0,personal_number
Doi t 5p nua nha dang tac duong,0,0,0,personal_number
Ok chốt lịch thế nhé b,0,0,0,personal_number
Co j moi ko b ke t nghe,0,0,0,personal_number
Bit rui kho lam noi mai thui,0,0,0,personal_number
T di ngu day g9 m nhe,0,0,0,personal_number
Mai dung di muon nha t cho o cong,0,0,0,personal_number
Cho t o cong truong nhe b,0,0,0,personal_number
Nay met qua ko di dc dau sr m,0,0,0,personal_number
Oke de t xem sao da rui bao m,0,0,0,personal_number
Toi nay co da bong ko m nhi?,0,0,0,personal_number
Cam on b nhieu nha b tot qua,0,0,0,personal_number
Cuoi tuan nay ve que ko m?,0,0,0,personal_number

Dưới đây là 40 tin nhắn (nhãn 0 - Ham) mô phỏng phong cách chat cá nhân của người Việt với định dạng CSV bạn yêu cầu:


content,0,0,0,personal_number
Ok b nha,0,0,0,personal_number
Mai di som nhe m,0,0,0,personal_number
Toi nay qua nha t choi ko?,0,0,0,personal_number
Co j bao t sau nhe b,0,0,0,personal_number
Oke rùi tí t qua,0,0,0,personal_number
M bít chỗ đó ở đâu ko?,0,0,0,personal_number
Thôi thui ko đi đâu mệt lắm,0,0,0,personal_number
Dc rùi tks b nhìu nhe,0,0,0,personal_number
An com chua m ơi?,0,0,0,personal_number
Cho xiu t dang di rui nè,0,0,0,personal_number
Mua j ko t mua luon cho,0,0,0,personal_number
Oke b chot vay nhe,0,0,0,personal_number
Ko biet bao h moi xong nua,0,0,0,personal_number
Thui t ve day met qua b oi,0,0,0,personal_number
Gap nhau o dau m nhi?,0,0,0,personal_number
Co j hot ko ke t nghe di,0,0,0,personal_number
Dc thi mai di luon nhe b,0,0,0,personal_number
Ok b nha hen gap lai,0,0,0,personal_number
Dang lam j day m?,0,0,0,personal_number
T ve den nha rui nhe,0,0,0,personal_number
M bít tin j chưa?,0,0,0,personal_number
Toi nay t ban rui xl b nha,0,0,0,personal_number
Oke m cu the nhe,0,0,0,personal_number
Di kieu j bay gio nhi?,0,0,0,personal_number
Thui ko sao dau m dung lo,0,0,0,personal_number
Dc rùi t bít rùi kho lam,0,0,0,personal_number
Mai may gio m qua t dc?,0,0,0,personal_number
Ko di thi thui vay de dip khac,0,0,0,personal_number
J ma cang the b oi,0,0,0,personal_number
Ok b ty t call lai sau,0,0,0,personal_number
Dang o dau day m ra cafe ko?,0,0,0,personal_number
Mua gium t cai banh mi nhe,0,0,0,personal_number
Oke thui ko van de j dau,0,0,0,personal_number
M thay sao dc ko?,0,0,0,personal_number
Co j mai t noi tiep nhe b,0,0,0,personal_number
Thui t di ngu day bb m,0,0,0,personal_number
Bít rùi khổ lắm nói mãi thui,0,0,0,personal_number
Oke m nha nho mang tien theo nhe,0,0,0,personal_number
Ko biet j dau nha dung co hoi,0,0,0,personal_number
T dang den rui doi t ty,0,0,0,personal_number

Dưới đây là danh sách 40 tin nhắn SMS nhãn 0 (Tin sạch) được biên soạn tỉ mỉ theo các tiêu chuẩn ngân hàng, thương mại điện tử và dịch vụ số tại Việt Nam, đảm bảo chứa các từ khóa nhạy cảm nhưng nội dung an toàn.


content,label,has_url,has_phone_number,sender_type
"VCB: So du TK 0011xxx -1.200.000VND luc 10:30. Noi dung: Thanh toan hoa don giao dich tai Sieu thi. Link tra cuu: https://portal.vietcombank.com.vn",0,1,0,brandname
"Ma OTP xac nhan giao dich chuyen khoan tai ngan hang ACB cua Quy khach la 882103. Ma co hieu luc trong 3 phut. Khong cung cap OTP cho bat ky ai.",0,0,0,brandname
"Shopee: Don hang 240512SHP cua ban da duoc xac nhan va dang tren duong giao. Theo doi hanh trinh tai link: https://shopee.vn/track",0,1,0,brandname
"654321 la ma xac minh Google cua ban. Moi yeu cau nhap ma tai cac link khong phai google.com deu la gia mao.",0,0,0,brandname
"TCB: Quy khach dang thuc hien giao dich tren Techcombank Mobile. Ma OTP xac nhan la 091223. Tuyet doi khong chia se ma nay.",0,0,0,brandname
"Lazada: Kien hang LSP00234123 dang den kho phan loai. Quy khach vui long xac nhan dia chi nhan hang tai link https://lazada.vn",0,1,0,brandname
"Apple ID: Ma xac minh cua ban la 112233. Nhap ma nay de hoan tat xac nhan thiet bi tin cay.",0,0,0,brandname
"BIDV: Tai khoan 1241000xxx bien dong +500.000VND. Noi dung: Ngan hang BIDV hoan tien giao dich mua sam.",0,0,0,brandname
"VNeID: Ma OTP de xac nhan dang nhap ung dung Dinh danh dien tu cua ban la 776655. Ma co hieu luc trong 5 phut.",0,0,0,shortcode
"Tiki: Don hang #982310 da giao thanh cong. Quy khach co the viet danh gia san pham de nhan xu tai link https://tiki.vn",0,1,0,brandname
"MB: Tai khoan 068011xxx giao dich -200.000VND luc 14:00. So du: 5.400.000VND. Truy cap link https://mbbank.com.vn de xem chi tiet.",0,1,0,brandname
"Ma xac nhan dang ky dich vu Internet Banking cua ngan hang Agribank la 445566. Vui long khong tiet lo OTP nay.",0,0,0,brandname
"Grab: Ma xac minh Grab cua ban la 5052. Vui long khong chia se ma nay voi bat ky ai, ke ca nhan vien Grab.",0,0,0,brandname
"EVNHANOI: Quy khach da thanh toan thanh cong hoa don tien dien thang 05/2024. Chi tiet giao dich tai: https://evnhanoi.vn",0,1,0,brandname
"Zalo: Ma kich hoat tai khoan cua ban la 334455. Ma xac nhan co hieu luc trong 60 giay.",0,0,0,brandname
"Facebook: 129034 la ma khoi phuc mat khau cua ban. Nhap ma nay de xac nhan danh tinh.",0,0,0,brandname
"Giao hang nhanh (GHN): Don hang tu Shop ABC dang duoc giao den ban. Xac nhan thoi gian nhan tai link https://ghn.vn",0,1,0,brandname
"VietinBank: Quy khach vua thuc hien giao dich doi mat khau tai khoan ngan hang. Neu khong phai ban, goi 1900558868.",0,0,1,brandname
"Momo: Ma OTP xac nhan lien ket ngan hang cua ban la 808909. Tuyet doi khong cung cap OTP cho nguoi la.",0,0,0,brandname
"ViettelPost: Buu ta dang giao kien hang 123456789. Quy khach vui long chuan bi so tien 250.000VND de giao dich.",0,0,0,brandname
"Ma xac nhan OTP cho giao dich thanh toan qua the Visa tai ngan hang Sacombank la 112299. Tran trong.",0,0,0,brandname
"VPBank: Chuc mung sinh nhat Quy khach. Ngan hang gui tang voucher giam gia khi giao dich qua app. Chi tiet: https://vpbank.com.vn",0,1,0,brandname
"Microsoft: Dung 443322 lam ma bao mat tai khoan Microsoft cua ban de xac nhan dang nhap.",0,0,0,brandname
"TikTok: 556677 la ma xac minh TikTok cua ban. Ma nay chi dung de xac nhan chinh chu.",0,0,0,brandname
"TPBank: Giao dich chuyen khoan 1.000.000VND thanh cong. Ma giao dich: 99887766. Link tai sao ke: https://tpb.vn",0,1,0,brandname
"Ma OTP dang ky dich vu thong bao bien dong so du ngan hang VCB cua ban la 223344.",0,0,0,brandname
"ShopeeFood: Tai xe dang den quan lay mon cho don hang 9982. Vui long xac nhan qua link https://shopeefood.vn",0,1,0,brandname
"VNPAY: Ban da thanh toan 50.000VND cho giao dich tai Circle K. Ma xac nhan: 123456.",0,0,0,brandname
"Ngan hang HD Bank thong bao: Ma OTP de kich hoat lai ung dung Mobile Banking la 667788.",0,0,0,brandname
"BHXH Viet Nam thong bao: Ma xac nhan OTP de tra cuu qua trinh dong bao hiem cua ban la 990011.",0,0,0,brandname
"Viettel: Quy khach da thanh toan 100.000VND cho giao dich nap tien dien thoai qua ngan hang.",0,0,0,brandname
"LazadaLogistics: Kien hang dang duoc giao toi. Vui long bam link de xac nhan vi tri nhan hang https://lazada.vn",0,1,0,brandname
"Ma OTP xac nhan rut tien tu vi dien tu ve tai khoan ngan hang la 554433. Khong chia se ma nay.",0,0,0,shortcode
"Eximbank: Quy khach dang thuc hien giao dich thanh toan truc tuyen. Ma OTP cua ban la 102938.",0,0,0,brandname
"Giao Hang Tiet Kiem: Don hang GHTK123456 da duoc lay thanh cong. Theo doi giao dich tai link https://ghtk.vn",0,1,0,brandname
"Google: Ma xac minh danh tinh de thay doi mat khau la 778899. Vui long xac nhan tren trinh duyet.",0,0,0,brandname
"Shinhan Bank: Tai khoan 700xxx bien dong +2.000.000VND. Noi dung: Luong thang 05. Link: https://shinhan.com.vn",0,1,0,brandname
"Airbnb: Ma xac nhan dat phong cua ban la 4411. Vui long su dung ma nay de xac nhan tren ung dung.",0,0,0,brandname
"Ma OTP xac nhan doi so dien thoai lien ket ngan hang PVcomBank la 885522. Tran trong.",0,0,0,brandname
"Baemin: Don hang cua ban da duoc nha hang xac nhan. Theo doi giao dich tai link https://baemin.vn",0,1,0,brandname


### Giải thích logic áp dụng:
1.  **Label 0**: Tất cả đều là tin nhắn hợp lệ từ các Brandname lớn (Bank, Big Tech, E-commerce).
2.  **Từ khóa dễ nhầm lẫn**: Lồng ghép khéo léo 'ngân hàng', 'OTP', 'xác nhận', 'giao dịch', 'link' trong ngữ cảnh chuẩn.
3.  **has_url=1**: Chỉ áp dụng khi đường link dẫn về domain chính chủ (ví dụ: `vietcombank.com.vn`, `shopee.vn`, `lazada.vn`). Các link này an toàn.
4.  **has_phone_number=0 (cho OTP)**: Các mã 4-6 số (123456, 882103...) được coi là mã xác thực (OTP/Token), không phải số điện thoại liên lạc.
5.  **has_phone_number=1**: Chỉ áp dụng khi tin nhắn có số hotline chăm sóc khách hàng (ví dụ: `1900558868`).
6.  **sender_type**: Sử dụng `brandname` cho các tổ chức có tên định danh và `shortcode` cho các đầu số dịch vụ (như 8088, 6089).
Dưới đây là danh sách 40 tin nhắn SMS được gán nhãn 0 (TIN SẠCH), chứa các từ khóa nhạy cảm nhưng có nội dung giao dịch thực tế từ các nguồn uy tín, tuân thủ nghiêm ngặt các yêu cầu của bạn.


content,label,has_url,has_phone_number,sender_type
"VCB: So du TK 0011xxx -2,500,000 VND luc 10:30. ND: Chuyen tien thanh toan hoa don giao dich thang 10.",0,0,0,brandname
"Ma OTP cua ban la 552901. Vui long khong chia se ma nay de bao mat tai khoan ngan hang.",0,0,0,brandname
"Google: 882103 la ma xac nhan Google cua ban.",0,0,0,shortcode
"Shopee: Don hang 240510ABC da duoc giao thanh cong. Danh gia ngay tai link: https://shopee.vn/user/purchase",0,1,0,brandname
"ACB: Thong bao xac nhan giao dich thanh toan qua the Visa so duoi 4455 so tien 1,200,000 VND.",0,0,0,brandname
"Apple: Ma xac minh ID Apple cua ban la 112233. Ma nay se het han sau 5 phut.",0,0,0,brandname
"Lazada: Kien hang cua ban dang tren duong giao. Theo doi hanh trinh tai link: https://lazada.vn/track",0,1,0,brandname
"Vietcombank: Quy khach dang thuc hien giao dich tren VCB Digibank. Ma OTP xac nhan la 998210.",0,0,0,brandname
"Ngan hang Techcombank thong bao: So du tai khoan 190xxx thay doi -500,000 VND.",0,0,0,brandname
"Facebook: 442109 la ma xac nhan khoi phuc mat khau cua ban.",0,0,0,shortcode
